doc_id,hotel_name,city,country,zip,num_reviews,overall_ratingsource
are_dubai_ibis_mall_of_the_emirates,ibis mall of the emirates,dubai,ARE,283825,10,4.333333333
are_dubai_hallmark_hotel,hallmark hotel,dubai,ARE,-1,9,3.366666667
are_dubai_regent_beach_resort,regent beach resort,dubai,ARE,87075,56,3.825
are_dubai_holiday_inn_express_dubai_internet_city,holiday inn express dubai internet city,dubai,ARE,-1,39,3.672222222
are_dubai_avari_dubai_hotel,avari dubai hotel,dubai,ARE,50400,20,3.583333333
are_dubai_hawthorn_hotel_deira,hawthorn hotel deira,dubai,ARE,-1,16,3.676923077
are_dubai_seaview_hotel,seaview hotel,dubai,ARE,-1,42,3.40952381
are_dubai_grand_midwest_tower_hotel_apartments,grand midwest tower hotel apartments,dubai,ARE,125616,1,3.6
are_dubai_dubai_international_hotel,dubai international hotel,dubai,ARE,-1,25,3.833333333
are_dubai_coral_deira_dubai,coral deira dubai,dubai,ARE,-1,51,4.063636364
are_dubai_metropolitan_hotel_deira,metropolitan hotel deira,dubai,ARE,-1,42,3.515789474
are_dubai_grand_midwest_hotel_apartments,grand midwest hotel apartments,dubai,ARE,125616,20,3.494736842
are_dubai_savoy_suites,savoy suites,dubai,ARE,-1,14,3.9
are_dubai_admiral_plaza_hotel,admiral plaza hotel,dubai,ARE,-1,42,3.062068966
are_dubai_emirates_concorde_hotel_residence,emirates concorde hotel residence,dubai,ARE,64225,10,3.571428571
are_dubai_zagy_arabian_suites,zagy arabian suites,dubai,ARE,u a e,14,3.85
are_dubai_splendid_hotel_apartments,splendid hotel apartments,dubai,ARE,-1,1,5
are_dubai_zain_international_hotel,zain international hotel,dubai,ARE,-1,2,4.5
are_dubai_al_khaleej_palace_hotel,al khaleej palace hotel,dubai,ARE,-1,6,3.65
are_dubai_city_centre_hotel_residence,city centre hotel residence,dubai,ARE,61871,23,3.071428571
are_dubai_city_tower_hotel_aparments,city tower hotel aparments,dubai,ARE,54142,4,3.95
are_dubai_abc_almanar_hotel_apartment,abc almanar hotel apartment,dubai,ARE,pob 62495,4,3.7
are_dubai_ascot_hotel,ascot hotel,dubai,ARE,-1,23,3.346666667
are_dubai_najd_hotel_apartments,najd hotel apartments,dubai,ARE,-1,4,3.95
are_dubai_dubai_nova_hotel,dubai nova hotel,dubai,ARE,-1,17,3.628571429
are_dubai_coral_al_khoory_hotel_apartments,coral al khoory hotel apartments,dubai,ARE,-1,8,4.057142857
are_dubai_capitol_hotel,capitol hotel,dubai,ARE,-1,7,2.733333333
are_dubai_hotel_eureka,hotel eureka,dubai,ARE,64103,22,3.48
are_dubai_jonrad_hotel,jonrad hotel,dubai,ARE,-1,7,4.25
are_dubai_metropolitan_hotel_dubai,metropolitan hotel dubai,dubai,ARE,-1,90,3.373770492
are_dubai_jormand_hotel_apartments,jormand hotel apartments,dubai,ARE,7470,12,3.290909091
are_dubai_versailles_hotel,versailles hotel,dubai,ARE,33382,17,3.533333333
are_dubai_nuran_al_majara_apartments,nuran al majara apartments,dubai,ARE,-1,1,3.2
are_dubai_ramee_apartment_hotel,ramee apartment hotel,dubai,ARE,27053,32,3.210526316
are_dubai_world_trade_centre_dubai,world trade centre dubai,dubai,ARE,-1,1,4.2
are_dubai_london_crown_apartments_1,london crown apartments 1,dubai,ARE,-1,8,3.45
are_dubai_ibis_al_barsha,ibis al barsha,dubai,ARE,-1,7,3.3
are_dubai_comfort_inn_hotel,comfort inn hotel,dubai,ARE,56352,6,3.8
are_dubai_moscow_hotel,moscow hotel,dubai,ARE,-1,11,2.942857143
are_dubai_seven_sands_hotel_apartments,seven sands hotel apartments,dubai,ARE,20313,6,3.35
are_dubai_chelsea_hotel,chelsea hotel,dubai,ARE,-1,15,2.983333333
are_dubai_millennium_airport_hotel_dubai,millennium airport hotel dubai,dubai,ARE,-1,50,3.262857143
are_dubai_ramada_continental_hotel,ramada continental hotel,dubai,ARE,-1,9,3.266666667
are_dubai_al_hijaz_heritage_motel,al hijaz heritage motel,dubai,ARE,-1,8,3.542857143
are_dubai_highland_hotel,highland hotel,dubai,ARE,-1,41,3.48
are_dubai_radisson_blu_residence_dubai_marina,radisson blu residence dubai marina,dubai,ARE,-1,10,3.666666667
are_dubai_golden_tulip_al_barsha,golden tulip al barsha,dubai,ARE,125962,9,3.622222222
are_dubai_holiday_inn_downtown_dubai,holiday inn downtown dubai,dubai,ARE,-1,36,2.857142857
are_dubai_grand_midwest_express,grand midwest express,dubai,ARE,125616,1,3.8
are_dubai_marco_polo_hotel,marco polo hotel,dubai,ARE,-1,38,3.366666667
are_dubai_marriott_executive_apartments_dubai_creek,marriott executive apartments dubai creek,dubai,ARE,-1,6,3.6
are_dubai_minc_hotel_apartments_tecom,minc hotel apartments tecom,dubai,ARE,-1,2,4
are_dubai_al_khaleej_holiday_hotel,al khaleej holiday hotel,dubai,ARE,-1,1,4.4
are_dubai_pearl_coast_premier_hotel_apartments,pearl coast premier hotel apartments,dubai,ARE,-1,1,5
are_dubai_panorama_hotel_bur_dubai,panorama hotel bur dubai,dubai,ARE,-1,17,3.145454545
are_dubai_nihal_hotel,nihal hotel,dubai,ARE,63833,18,2.842857143
are_dubai_regent_palace_hotel,regent palace hotel,dubai,ARE,-1,34,2.666666667
are_dubai_oaks_liwa_heights,oaks liwa heights,dubai,ARE,4443,5,3.32
are_dubai_grandeur_hotel,grandeur hotel,dubai,ARE,49521,22,3.7
are_dubai_lords_hotel,lords hotel,dubai,ARE,-1,9,3.25
are_dubai_al_bustan_centre_residence,al bustan centre residence,dubai,ARE,-1,14,3.08
are_dubai_k_porte_inn_hotel,k porte inn hotel,dubai,ARE,-1,51,3.08125
are_dubai_dolphin_hotel_apartments,dolphin hotel apartments,dubai,ARE,-1,10,3.833333333
are_dubai_millennium_towers_hotel_dubai,millennium towers hotel dubai,dubai,ARE,-1,1,4.6
are_dubai_lotus_hotel_dubai,lotus hotel dubai,dubai,ARE,63833,13,3.054545455
are_dubai_sapphire_hotel_apartments,sapphire hotel apartments,dubai,ARE,-1,3,3.9
are_dubai_corp_executive_hotel,corp executive hotel,dubai,ARE,-1,2,4.5
are_dubai_city_seasons_suites,city seasons suites,dubai,ARE,182002,6,3.866666667
are_dubai_regal_plaza_dubai,regal plaza dubai,dubai,ARE,26843,22,3.1
are_dubai_ambassador_hotel,ambassador hotel,dubai,ARE,-1,3,3.6
are_dubai_dubai_concorde_residence_hotel,dubai concorde residence hotel,dubai,ARE,64225,1,4.8
are_dubai_mayfair_hotel,mayfair hotel,dubai,ARE,33315,10,2.942857143
are_dubai_landmark_plaza_hotel,landmark plaza hotel,dubai,ARE,-1,26,3.461538462
are_dubai_grand_moov_hotel,grand moov hotel,dubai,ARE,14441,51,2.995918367
are_dubai_lotus_boutique_hotel,lotus boutique hotel,dubai,ARE,-1,13,2.854545455
are_dubai_seashell_inn,seashell inn,dubai,ARE,101,13,3.044444444
are_dubai_al_faris_hotel_apartments_1,al faris hotel apartments 1,dubai,ARE,-1,1,4
are_dubai_al_nakheel_hotel_apartments,al nakheel hotel apartments,dubai,ARE,-1,1,4
are_dubai_dubai_grand_hotel,dubai grand hotel,dubai,ARE,34150,17,3.1
are_dubai_san_marco_hotel,san marco hotel,dubai,ARE,-1,28,3.019047619
are_dubai_abu_dhabi_gulf_hotel,abu dhabi gulf hotel,dubai,ARE,-1,-1,-1
are_dubai_st_george_hotel_dubai,st george hotel dubai,dubai,ARE,-1,13,3.4
are_dubai_al_khaleej_hotel,al khaleej hotel,dubai,ARE,-1,8,3.52
are_dubai_broadway_hotel,broadway hotel,dubai,ARE,-1,1,4.2
are_dubai_time_palace_hotel,time palace hotel,dubai,ARE,-1,3,3.666666667
are_dubai_holiday_beach_motel,holiday beach motel,dubai,ARE,-1,2,3.2
are_dubai_dubai_park_hotel,dubai park hotel,dubai,ARE,-1,1,4
are_dubai_imperial_residence,imperial residence,dubai,ARE,-1,1,4.4
are_dubai_ramee_guestline_hotel_apartment_3,ramee guestline hotel apartment 3,dubai,ARE,-1,2,2.9
are_dubai_avari_hotel_apartments_al_barsha,avari hotel apartments al barsha,dubai,ARE,-1,1,2
are_dubai_gillani_hotel_apartments,gillani hotel apartments,dubai,ARE,-1,1,3.2
are_dubai_new_penninsula_hotel,new penninsula hotel,dubai,ARE,-1,11,3.3
are_dubai_holiday_inn_express_dubai_jumeirah,holiday inn express dubai jumeirah,dubai,ARE,-1,1,4.2
are_dubai_manhattan_avenue_hotel,manhattan avenue hotel,dubai,ARE,-1,1,2.8
are_dubai_number_one_tower_suites,number one tower suites,dubai,ARE,-1,3,3.3
are_dubai_london_crown_hotel_ii,london crown hotel ii,dubai,ARE,0,1,3.2
are_dubai_grand_palace_hotel_apartments,grand palace hotel apartments,dubai,ARE,27961,1,3.6
are_dubai_coral_boutique_hotel_apartments,coral boutique hotel apartments,dubai,ARE,24948,2,2.3
are_dubai_moon_valley_hotel_apartments,moon valley hotel apartments,dubai,ARE,-1,3,3
are_dubai_al_kameelia_hotel_dubai,al kameelia hotel dubai,dubai,ARE,-1,-1,-1
are_dubai_panorama_deira,panorama deira,dubai,ARE,-1,19,2.68
are_dubai_fortune_hotel,fortune hotel,dubai,ARE,-1,11,3.04
are_dubai_baniyas_square_by_le_meridien,baniyas square by le meridien,dubai,ARE,-1,6,2.9
are_dubai_shalimar_park_hotel,shalimar park hotel,dubai,ARE,-1,4,2.95
are_dubai_palm_beach_rotana_inn,palm beach rotana inn,dubai,ARE,-1,27,2.833333333
are_dubai_imperial_suites,imperial suites,dubai,ARE,-1,18,2.8
are_dubai_sadaf_hotel,sadaf hotel,dubai,ARE,172788,1,1
are_dubai_ramee_guestline_hotel_apartments_ii,ramee guestline hotel apartments ii,dubai,ARE,-1,7,1.8
are_dubai_richmond_hotel_apartments,richmond hotel apartments,dubai,ARE,191504,11,2.766666667
are_dubai_city_star_hotel,city star hotel,dubai,ARE,-1,3,3.266666667
are_dubai_montreal_hotel,montreal hotel,dubai,ARE,-1,4,3.45
are_dubai_deira_town_hotel,deira town hotel,dubai,ARE,17104,12,3.428571429
are_dubai_royal_beach_hotel_resort,royal beach hotel resort,dubai,ARE,-1,3,3.666666667
are_dubai_kazi_s_iconic_hotel_apartments,kazi s iconic hotel apartments,dubai,ARE,183679,-1,-1
are_dubai_orchid_hotel,orchid hotel,dubai,ARE,-1,17,2.414285714
are_dubai_sun_sands_hotel,sun sands hotel,dubai,ARE,-1,5,2.1
are_dubai_the_country_club_hotel_dubai,the country club hotel dubai,dubai,ARE,118049,8,2.914285714
are_dubai_astoria_hotel,astoria hotel,dubai,ARE,-1,6,2.3
are_dubai_claridge_hotel,claridge hotel,dubai,ARE,29846,12,2.514285714
are_dubai_pacific_hotel,pacific hotel,dubai,ARE,-1,7,2.8
are_dubai_al_shams_plaza_hotel_apartments,al shams plaza hotel apartments,dubai,ARE,27961,1,2.4
are_dubai_york_international_hotel,york international hotel,dubai,ARE,11449,20,2.785714286
are_dubai_meena_plaza_hotel,meena plaza hotel,dubai,ARE,-1,2,2.1
are_dubai_emirates_stars_hotel_apartments,emirates stars hotel apartments,dubai,ARE,86880,6,3.133333333
are_dubai_karama_hotel,karama hotel,dubai,ARE,0,11,2.2
are_dubai_queens_hotel,queens hotel,dubai,ARE,-1,21,2.781818182
are_dubai_sofitel_city_centre_hotel_dubai,sofitel city centre hotel dubai,dubai,ARE,-1,4,3.2
are_dubai_al_jawhara_gardens_hotel,al jawhara gardens hotel,dubai,ARE,-1,6,3.333333333
are_dubai_president_hotel,president hotel,dubai,ARE,-1,1,1
are_dubai_tulip_inn_fz_llc,tulip inn fz llc,dubai,ARE,500707,5,2.6
are_dubai_legacy_hotel_apartments,legacy hotel apartments,dubai,ARE,-1,3,2.1
are_dubai_pearl_residence,pearl residence,dubai,ARE,-1,25,2.88
are_dubai_peninsula_hotel,peninsula hotel,dubai,ARE,-1,1,4.2
are_dubai_vendome_plaza_hotel,vendome plaza hotel,dubai,ARE,-1,8,2.733333333
usa_nevada_las-vegas_staybridge_suites_las_vegas,staybridge suites las vegas,las vegas,usa,89118,113,4.726923077
usa_nevada_las-vegas_four_seasons_hotel_las_vegas,four seasons hotel las vegas,las vegas,usa,89119,427,4.537809187
usa_nevada_las-vegas_desert_rose_resort,desert rose resort,las vegas,usa,89119,325,4.588039867
usa_nevada_las-vegas_signature_at_mgm_grand,signature at mgm grand,las vegas,usa,89109,324,4.511627907
usa_nevada_las-vegas_skylofts_at_mgm_grand,skylofts at mgm grand,las vegas,usa,89109,77,4.693939394
usa_nevada_las-vegas_wingate_by_wyndham_henderson,wingate by wyndham henderson,las vegas,usa,89052,33,4.634482759
usa_nevada_las-vegas_marriott_s_grand_chateau,marriott s grand chateau,las vegas,usa,89109,183,4.457142857
usa_nevada_las-vegas_platinum_hotel_and_spa,platinum hotel and spa,las vegas,usa,89169,347,4.449169435
usa_nevada_las-vegas_element_by_westin_las_vegas_summerlin,element by westin las vegas summerlin,las vegas,usa,89135,25,4.4
usa_nevada_las-vegas_jw_marriott_las_vegas_resort_spa_golf,jw marriott las vegas resort spa golf,las vegas,usa,89145,388,4.389361702
usa_nevada_las-vegas_bellagio_las_vegas,bellagio las vegas,las vegas,usa,89109,337,4.37807309
usa_nevada_las-vegas_wynn_las_vegas,wynn las vegas,las vegas,usa,89109,331,4.348837209
usa_nevada_las-vegas_the_palazzo_resort_hotel_casino,the palazzo resort hotel casino,las vegas,usa,89109,324,4.320265781
usa_nevada_las-vegas_venetian_resort_hotel_casino,venetian resort hotel casino,las vegas,usa,89109,339,4.28372093
usa_nevada_las-vegas_south_point_hotel_casino_and_spa,south point hotel casino and spa,las vegas,usa,89183,347,4.201993355
usa_nevada_las-vegas_encore_at_wynn_las_vegas,encore at wynn las vegas,las vegas,usa,89109,334,4.140863787
usa_nevada_las-vegas_palms_place_hotel_spa,palms place hotel spa,las vegas,usa,89104,91,4.333333333
usa_nevada_las-vegas_bill_s_gamblin_hall_saloon,bill s gamblin hall saloon,las vegas,usa,89109,340,4.393355482
usa_nevada_las-vegas_summer_bay_resorts_las_vegas_desert_club,summer bay resorts las vegas desert club,las vegas,usa,89109,32,4.393103448
usa_nevada_las-vegas_the_carriage_house,the carriage house,las vegas,usa,89109,194,4.372043011
usa_nevada_las-vegas_holiday_inn_express_hotel_and_suites_las_vegas_215_beltway,holiday inn express hotel and suites las vegas 215 beltway,las vegas,usa,89118,16,4.646153846
usa_nevada_las-vegas_mirage_hotel_casino,mirage hotel casino,las vegas,usa,89109,327,4.346179402
usa_nevada_las-vegas_the_orleans_hotel_casino,the orleans hotel casino,las vegas,usa,89103,349,3.982724252
usa_nevada_las-vegas_hilton_grand_vacations_suites_on_the_las_vegas_strip,hilton grand vacations suites on the las vegas strip,las vegas,usa,89109,363,4.176095618
usa_nevada_las-vegas_renaissance_las_vegas_hotel,renaissance las vegas hotel,las vegas,usa,89169,262,4.239416058
usa_nevada_las-vegas_thehotel_at_mandalay_bay,thehotel at mandalay bay,las vegas,usa,89119,338,4.020598007
usa_nevada_las-vegas_main_street_station_hotel_casino,main street station hotel casino,las vegas,usa,89101,136,4.184810127
usa_nevada_las-vegas_hilton_grand_vacations_club_at_the_flamingo_las_vegas,hilton grand vacations club at the flamingo las vegas,las vegas,usa,89109,113,4.33125
usa_nevada_las-vegas_wyndham_grand_desert,wyndham grand desert,las vegas,usa,89109,281,4.176774194
usa_nevada_las-vegas_embassy_suites_hotel_convention_center_paradise_road_las_vegas,embassy suites hotel convention center paradise road las vegas,las vegas,usa,89109,127,4.061764706
usa_nevada_las-vegas_suncoast_hotel_and_casino,suncoast hotel and casino,las vegas,usa,89145,161,4.182051282
usa_nevada_las-vegas_the_mansion_at_mgm_grand,the mansion at mgm grand,las vegas,usa,89109,10,5
usa_nevada_las-vegas_treasure_island_ti_hotel_casino,treasure island ti hotel casino,las vegas,usa,89109,330,4.22923588
usa_nevada_las-vegas_golden_nugget,golden nugget,las vegas,usa,89101,332,4.099667774
usa_nevada_las-vegas_hampton_inn_suites_las_vegas_west_summerlin,hampton inn suites las vegas west summerlin,las vegas,usa,89147,14,4.476923077
usa_nevada_las-vegas_red_rock_casino_resort_spa,red rock casino resort spa,las vegas,usa,89135,378,4.167741935
usa_nevada_las-vegas_embassy_suites_las_vegas_airport,embassy suites las vegas airport,las vegas,usa,89119,91,4.16875
usa_nevada_las-vegas_hilton_garden_inn_las_vegas_strip_south,hilton garden inn las vegas strip south,las vegas,usa,89123,34,4.27826087
usa_nevada_las-vegas_sam_s_town_hotel_and_gambling_hall,sam s town hotel and gambling hall,las vegas,usa,89122,192,4.01010101
usa_nevada_las-vegas_springhill_suites_las_vegas_convention_center,springhill suites las vegas convention center,las vegas,usa,89109,5,4.55
usa_nevada_las-vegas_marriott_suites_las_vegas,marriott suites las vegas,las vegas,usa,89109,55,4.235
usa_nevada_las-vegas_mgm_grand_hotel_and_casino,mgm grand hotel and casino,las vegas,usa,89109,339,3.998671096
usa_nevada_las-vegas_caesars_palace_classic_hotel,caesars palace classic hotel,las vegas,usa,89109,330,4.031893688
usa_nevada_las-vegas_holiday_inn_express_las_vegas_south,holiday inn express las vegas south,las vegas,usa,89118,110,4.307894737
usa_nevada_las-vegas_paris_las_vegas_hotel,paris las vegas hotel,las vegas,usa,89109,333,4.051827243
usa_nevada_las-vegas_tuscany_suites_casino,tuscany suites casino,las vegas,usa,89107,450,3.797520661
usa_nevada_las-vegas_trump_international_hotel_tower_las_vegas,trump international hotel tower las vegas,las vegas,usa,89109,315,3.915614618
usa_nevada_las-vegas_microtel_inn_suites_las_vegas,microtel inn suites las vegas,las vegas,usa,89123,19,4.2
usa_nevada_las-vegas_la_quinta_summerlin_tech,la quinta summerlin tech,las vegas,usa,89128-0455,17,4.133333333
usa_nevada_las-vegas_four_queens_hotel_and_casino,four queens hotel and casino,las vegas,usa,89101,437,4.097916667
usa_nevada_las-vegas_cancun_resort,cancun resort,las vegas,usa,89123,164,3.85625
usa_nevada_las-vegas_mandalay_bay_resort_casino,mandalay bay resort casino,las vegas,usa,89119,332,3.813953488
usa_nevada_las-vegas_new_york_new_york_hotel_and_casino,new york new york hotel and casino,las vegas,usa,89109,334,3.83986711
usa_nevada_las-vegas_homewood_suites_las_vegas_airport,homewood suites las vegas airport,las vegas,usa,89119,23,4.238095238
usa_nevada_las-vegas_planet_hollywood_resort_casino,planet hollywood resort casino,las vegas,usa,89109,337,4.048504983
usa_nevada_las-vegas_grandview_at_las_vegas,grandview at las vegas,las vegas,usa,89123,323,3.934782609
usa_nevada_las-vegas_terrible_s_hotel_casino,terrible s hotel casino,las vegas,usa,89109,237,3.766990291
usa_nevada_las-vegas_hilton_grand_vacation_suites_las_vegas_convention_center,hilton grand vacation suites las vegas convention center,las vegas,usa,89109,124,4.038235294
usa_nevada_las-vegas_desert_paradise_resort,desert paradise resort,las vegas,usa,89118,61,4.113333333
usa_nevada_las-vegas_tahiti_village,tahiti village,las vegas,usa,89119,214,3.990960452
usa_nevada_las-vegas_hampton_inn_tropicana,hampton inn tropicana,las vegas,usa,89118-1655,64,4.08
usa_nevada_las-vegas_tahiti_vacation_club,tahiti vacation club,las vegas,usa,89103,45,3.957142857
usa_nevada_las-vegas_residence_inn_las_vegas_south,residence inn las vegas south,las vegas,usa,89118,47,4.24375
usa_nevada_las-vegas_gold_coast_hotel_and_casino,gold coast hotel and casino,las vegas,usa,89103,382,3.845652174
usa_nevada_las-vegas_hotel32_at_monte_carlo,hotel32 at monte carlo,las vegas,usa,-1,5,4.25
usa_nevada_las-vegas_cliffs_at_peace_canyon,cliffs at peace canyon,las vegas,usa,89147,94,4.2
usa_nevada_las-vegas_doubletree_club_hotel_las_vegas_airport,doubletree club hotel las vegas airport,las vegas,usa,89119,68,4.07
usa_nevada_las-vegas_bally_s_las_vegas_hotel_casino,bally s las vegas hotel casino,las vegas,usa,89109,324,3.919601329
usa_nevada_las-vegas_stratosphere_hotel_casino_and_tower,stratosphere hotel casino and tower,las vegas,usa,89104,338,3.566777409
usa_nevada_las-vegas_polo_towers,polo towers,las vegas,usa,89109,171,3.970731707
usa_nevada_las-vegas_fairfield_inn_las_vegas_airport,fairfield inn las vegas airport,las vegas,usa,89109,30,4.011111111
usa_nevada_las-vegas_jockey_club,jockey club,las vegas,usa,89109,194,3.953191489
usa_nevada_las-vegas_el_cortez_hotel_casino,el cortez hotel casino,las vegas,usa,89101,236,3.912195122
usa_nevada_las-vegas_crestwood_suites_las_vegas_boulevard,crestwood suites las vegas boulevard,las vegas,usa,89119,33,3.688888889
usa_nevada_las-vegas_golden_gate_hotel_casino,golden gate hotel casino,las vegas,usa,89101,107,3.827272727
usa_nevada_las-vegas_la_quinta_inn_and_suites_las_vegas_west,la quinta inn and suites las vegas west,las vegas,usa,89117,18,3.928571429
usa_nevada_las-vegas_emerald_suites,emerald suites,las vegas,usa,89123,90,3.882352941
usa_nevada_las-vegas_emerald_suites_cameron,emerald suites cameron,las vegas,usa,89103,42,3.833333333
usa_nevada_las-vegas_hyatt_place_las_vegas,hyatt place las vegas,las vegas,usa,89109,33,3.896774194
usa_nevada_las-vegas_eastside_cannery_casino_hotel,eastside cannery casino hotel,las vegas,usa,89122,23,4.13
usa_nevada_las-vegas_harrah_s_las_vegas_casino_hotel,harrah s las vegas casino hotel,las vegas,usa,89109,344,3.873754153
usa_nevada_las-vegas_courtyard_by_marriott_las_vegas_south,courtyard by marriott las vegas south,las vegas,usa,89118,31,4.158333333
usa_nevada_las-vegas_excalibur_hotel_casino,excalibur hotel casino,las vegas,usa,89109-4300,334,3.61461794
usa_nevada_las-vegas_residence_inn_las_vegas_hughes_center,residence inn las vegas hughes center,las vegas,usa,89109,40,4.216666667
usa_nevada_las-vegas_summer_bay_resort_las_vegas,summer bay resort las vegas,las vegas,usa,89109,194,3.719047619
usa_nevada_las-vegas_fremont_hotel_and_casino,fremont hotel and casino,las vegas,usa,89101,121,4.045333333
usa_nevada_las-vegas_el_cortez_cabana_suites,el cortez cabana suites,las vegas,usa,89101,9,4.2
usa_nevada_las-vegas_rio_suite_hotel_and_casino,rio suite hotel and casino,las vegas,usa,89103,351,3.505647841
usa_nevada_las-vegas_falcon_ridge_hotel,falcon ridge hotel,las vegas,usa,89027,63,4.084848485
usa_nevada_las-vegas_rodeway_inn_convention_center,rodeway inn convention center,las vegas,usa,89109,57,3.794117647
usa_nevada_las-vegas_worldmark_tropicana,worldmark tropicana,las vegas,usa,89103,5,4.2
usa_nevada_las-vegas_flamingo_hotel_casino,flamingo hotel casino,las vegas,usa,89109,334,3.623920266
usa_nevada_las-vegas_monte_carlo_resort_casino,monte carlo resort casino,las vegas,usa,89109,331,3.682392027
usa_nevada_las-vegas_la_quinta_inn_las_vegas_airport,la quinta inn las vegas airport,las vegas,usa,89109,43,3.58
usa_nevada_las-vegas_las_vegas_club_36,las vegas club 36,las vegas,usa,89169,33,3.585714286
usa_nevada_las-vegas_meridian_luxury_suites,meridian luxury suites,las vegas,usa,89169,90,4.002898551
usa_nevada_las-vegas_hard_rock_hotel_and_casino,hard rock hotel and casino,las vegas,usa,89109,386,3.259183673
usa_nevada_las-vegas_the_palms_casino_hotel,the palms casino hotel,las vegas,usa,89103,339,3.451933702
usa_nevada_las-vegas_silverton_hotel_and_casino,silverton hotel and casino,las vegas,usa,89139,103,3.589830508
usa_nevada_las-vegas_club_de_soleil,club de soleil,las vegas,usa,89109,106,3.803636364
usa_nevada_las-vegas_casino_royale_and_hotel,casino royale and hotel,las vegas,usa,89109,83,3.979487179
usa_nevada_las-vegas_las_vegas_hilton,las vegas hilton,las vegas,usa,89109,336,3.380730897
usa_nevada_las-vegas_hampton_inn_las_vegas_summerlin,hampton inn las vegas summerlin,las vegas,usa,89128,18,4.35
usa_nevada_las-vegas_binion_s_horseshoe_hotel_casino_las_vegas,binion s horseshoe hotel casino las vegas,las vegas,usa,89101,120,3.367213115
usa_nevada_las-vegas_the_westin_casuarina_las_vegas_hotel_casino_spa,the westin casuarina las vegas hotel casino spa,las vegas,usa,89109,357,3.581395349
usa_nevada_las-vegas_travelodge_ambassador_strip_inn,travelodge ambassador strip inn,las vegas,usa,89119,22,3.294117647
usa_nevada_las-vegas_la_quinta_inn_nellis,la quinta inn nellis,las vegas,usa,89115,13,3.672727273
usa_nevada_las-vegas_luxor_las_vegas,luxor las vegas,las vegas,usa,89119,345,3.267109635
usa_nevada_las-vegas_residence_inn_las_vegas_convention_center,residence inn las vegas convention center,las vegas,usa,89109,28,3.8
usa_nevada_las-vegas_royal_vacation_suites_hotel_las_vegas,royal vacation suites hotel las vegas,las vegas,usa,89109,48,3.651851852
usa_nevada_las-vegas_riviera_hotel_casino,riviera hotel casino,las vegas,usa,89109,602,3.135548173
usa_nevada_las-vegas_comfort_inn,comfort inn,las vegas,usa,89109,44,3.76
usa_nevada_las-vegas_hooters_casino_hotel,hooters casino hotel,las vegas,usa,89109,351,3.420598007
usa_nevada_las-vegas_courtyard_by_marriott_las_vegas_convention_center,courtyard by marriott las vegas convention center,las vegas,usa,89109,17,3.963636364
usa_nevada_las-vegas_palace_station,palace station,las vegas,usa,89102,297,3.374468085
usa_nevada_las-vegas_jet_luxury_resorts_platinum_hotel_spa,jet luxury resorts platinum hotel spa,las vegas,usa,89169,-1,-1
usa_nevada_las-vegas_california_hotel,california hotel,las vegas,usa,89101,48,3.768
usa_nevada_las-vegas_fairmont_hotel,fairmont hotel,las vegas,usa,89104,1,4.4
usa_nevada_las-vegas_imperial_palace_hotel_casino,imperial palace hotel casino,las vegas,usa,89109,321,3.564784053
usa_nevada_las-vegas_holiday_inn_express_las_vegas_nellis,holiday inn express las vegas nellis,las vegas,usa,89115,8,4
usa_nevada_las-vegas_candlewood_suites_las_vegas,candlewood suites las vegas,las vegas,usa,89169,73,3.371428571
usa_nevada_las-vegas_fitzgeralds_casino_hotel,fitzgeralds casino hotel,las vegas,usa,89101,328,3.516778523
usa_nevada_las-vegas_best_western_mccarran_inn,best western mccarran inn,las vegas,usa,89119-1206,60,3.657894737
usa_nevada_las-vegas_best_western_mardi_gras_hotel_casino,best western mardi gras hotel casino,las vegas,usa,89109-3611,186,3.264583333
usa_nevada_las-vegas_comfort_inn_suites_las_vegas,comfort inn suites las vegas,las vegas,usa,89115,7,4.485714286
usa_nevada_las-vegas_rodeway_inn,rodeway inn,las vegas,usa,89109,15,3.885714286
usa_nevada_las-vegas_circus_circus_hotel_casino_las_vegas,circus circus hotel casino las vegas,las vegas,usa,89109,342,3.124252492
usa_nevada_las-vegas_arizona_charlie_s_boulder_casino_hotel,arizona charlie s boulder casino hotel,las vegas,usa,89121,49,3.292857143
usa_nevada_las-vegas_boulder_station_hotel_and_casino,boulder station hotel and casino,las vegas,usa,89121,62,3.353846154
usa_nevada_las-vegas_motel_6_las_vegas_tropicana,motel 6 las vegas tropicana,las vegas,usa,89109,81,3.287804878
usa_nevada_las-vegas_crestwood_suites_las_vegas_flamingo,crestwood suites las vegas flamingo,las vegas,usa,89121,17,3.3
usa_nevada_las-vegas_travelsuites_inn,travelsuites inn,las vegas,usa,89109,19,2.12
usa_nevada_las-vegas_gold_spike_hotel_and_casino,gold spike hotel and casino,las vegas,usa,89109,114,3.384615385
usa_nevada_las-vegas_siena_suites,siena suites,las vegas,usa,89122,36,3.518181818
usa_nevada_las-vegas_texas_station_gambling_hall_and_hotel,texas station gambling hall and hotel,las vegas,usa,89030,43,3.192592593
usa_nevada_las-vegas_alexis_park_resort,alexis park resort,las vegas,usa,89109,214,3.133333333
usa_nevada_las-vegas_tod_motor_motel,tod motor motel,las vegas,usa,89104,16,3.723076923
usa_nevada_las-vegas_las_vegas_club_casino_hotel,las vegas club casino hotel,las vegas,usa,89101,175,3.271794872
